;page;arrêt;date;juridiction
13;23;LA' COUR     Sur la première branche du moyen    Attendu  en fait  que l'action en complainte des demandeurs avait pour objet de faire juger 1° qu'ils devaient être maintenus en possession du volume d'eau dont ils jouissaient au moment où le sieur Roussel donna  en vertu d'une autorisation de l'administration  une plus grande largeur à la vanne de son usine  2° que cette vanne serait réduite à sa largeur primitive    Attendu  en droit  que si les tribunaux ordinaires sont compétens pour connaître de faction formée par les particuliers qui se  plaignent du préjudice que leur causent des travaux autorisés par l'administration  et doivent  en pareil cas  accorder des dommagesintérêts proportionnés au préjudice souffert  il ne peut leur appartenir d'ordonner la destruction de ces travaux  qu'autrement  ils empiéteraient sur les attributions de l'autorité administrative  Que  dans l'espèce de la cause  l'action des demandeurs n'avait pas pour objet d'obtenir la réparation  d'un préjudice causé par des travaux exécutés   qu'elle tendait uniquement à faire déclarer une maintenue possessoire que le juge ne pouvait leur accorder qu'à la condition d'ordonner la destruction ou la modification des travaux autorisés par l'administration    Sur la deuxième branche du moyen   Attendu qu'aux ternies de l'art  464  Cod  proc  il ne peut être formé en cause d'appel une demande en dommages intérêts qu'à l'occasion  d'un préjudice souffert depuis le jugement frappé d'appel   que  dans l'espèce  il a été déclaré  en fait  que les dommages intérêts demandés pour la première fois en appel se rattachaient à des causes antérieures à la sentence du juge de paix  et que  par suite  cette demande n'était pas recevable   Sur la troisième branche   Attendu que la demande en sursis ne pouvait  dans les circonstances du litige  être accueillie par le tribunal  puisque le juge de paix ayant été illégalement saisi  la décision ultérieure de l'administration  quelle qu'elle pût être  aurait été nécessairement sans effet pour effacer le vice originaire de la demande principale   Qu'ainsi  le jugement attaqué n'a contrevenu à aucune loi  Rejette  etc   ; 19 août 1845.;— Ch. req.
14;24;LA COUR  Vu les art  3 et 25  Cod  proc     Attendu que la disposition de l'art  25  conforme à l'ancien droit  et qui défend de cumuler le possessoire et le pétitoire  doit s'entendre en ce sens que la demande au possessoire ne peut être jointe au pétitoire par la même action et devant le même juge  et que le pétitoire ne peut être poursuivi avant que la demande au possessoire ait été terminée  mais que celte disposition ne fait point obstacle à ce que  si  pendant l'instance au pétitoire  le possesseur est troublé dans sa jouissance  il puisse porter sa demande en complainte devant le juge de paix exclusivement compétent pour en connaître   Que les deux demandes sont entièrement différentes   qu'elles ne sont pas attribuées à la même juridiction   qu'elles n'ont ni le même objet  ni le même résultat  et que  joindre dans ce cas la demande en complainte à la demande sur le fond  ce serait cumuler le pétitoire et le possessoire  ce qui ést défendu par l'art  25precité   Attendu que le jugement attaqué  en décidant que la complainte du demandeur  portée devant le juge de paix  n'était pas recevable  par lé motif qu'elle aurait dû être jointe à l'instance au pétitoire  a faussement interprété l'art  25  Cod  proc  et a expressément violé l'art  3  même Code   Casse  etc   ; 5 août 1845.; Ch. civ. 
15;25;LA COUR  Vu l'art  2060  Cod  civ   l'art  6  n° 1  de la loi du 6 juin 1838  et l'art  23  Cod  proc    Attendu  en droit  que nul ne peut se faire justice à soi même   que celui qui a été dépossédé par violence ou voie de fait  doit  avant tout  rentrer dans sa possession   que c'est sur ces principes conservateurs dé l'ordre social et de la paix publique que repose l'action en réinlègrande reconnue et consacrée par l'art  2060  Cod  Civ   et par l'art  6  n° 1  de la loi du 6 juin 1838   Que l'art  23  Cod  proc  sainement entendu  ne doit être appliqué qu'aux actions possessoires ordinaires  à l'égard desquelles c'est le droit ou la qualité et non pas le fait de la possession que l'on considère    Qu'il suffit  pour faire admettre l'action en réintégrande  que le demandeur prouve sa possession actuelle et matérielle au moment de la violence ou voie de fait dont il se plaint   Que cette action ne peut être écartée sous prétexte que la voie de fait n'aurait été que la suite d'une précédente voie de fait que le demandeur aurait lui même commise     Que  sans doute  l'action en réintégrande ne prive pas le défendeur du droit de se pourvoir lui même par action en complainte possessoire  mais que l'exercice de cette action ne peut légitimer la voie de fail dont la répression est l'objet de la demande en réintégrande   D'où il suit  qu'en se refusant à statuer sur l'actiou en réintégrande du demandeur  indépendamment de celle en  complainte possessoire introduite par le défendeur  le tribunal qui a rendu le jugement attaqué  a commis un excès de pouvoirs  fait une fausse application de Part  23  Cod  proc  et violé les principes sur l'action en réintégrande réconnue et consacrée par l'art  2060  Cod  proc  et l'art  6  n° 1  de la loi du 6 juin 1838   Donnant défaut   Casse  etc   ; 5 août' 1845.; Ch. Civ.
17;26;  Attendu que  d'après l'art  39 de la loi du 17 avril 1832 à l'égard des condamnations prononcées en faveur des particuliers qui n'excèdent pas 300 fr   la durée de la contrainte par corps doit être déterminée par le jugement de condamnation dans les limites de six mois à cinq ans     Qu'encore bien que la partie civile  dans l'espèce  se soit désistée  et qu'ainsi il n'ait été prononcé à son profit aucune condamnation directe  cependant elle a obtenu son recours contre les demandeurs  à raison des frais avancés par l'Etat  dont elle a été déclarée personnellement tenue  que cette condamnation récursoire ne peut être exécutée que conformément aux dispositions générales qui règlent les droits des particuliers  qu'il y avait donc lieu de fixer la durée de là contrainte par corps à laquelle elle peut donner lieu  Qu'en ne déterminant pas celte durée  l'arrêt attaqué a formellement violé ledit art  39 de la loi du 17 avril 1832   Casse  etc  ; 18 juill. 1845.; Ch. crim. 
20;28;   Attendu que  par déclaration du 19 avril 1845 au greffe de la justice de Puy l'Evêque  les demandeurs se sont pourvus en cassation contre un jugement du juge de paix de ce canton  en date du 26 mars 1845  portant règlement des indemnités à eux dues par suite des travaux d'élargissement du chemin traversant la ville de Pùy l'Evêque   et qu'ils ont assigné directement les défendeurs devant la chambre civile de la Cour   Attendu que les pourvois en cassation ne sont recevables que contre les jugemens en dernier ressort  et que les jugemens rendus par les juges de paix en la forme de l'art  15 de la loi du 21 mai 1836  sont soumis à la règle du double degré de juridiction  ainsi qu'aux formalités ordinaires dès pourvois en matière civile   Attendu qu'il suit de ce qui précède qu'il devient inutile d'examiner si le pourvoi a été formé dans les délais prescrits par la loi du 3 mai 1841  loi que les demandeurs prétendent avoir été leur seule règle   non plus que la question de savoir si la compétence du juge de paix de Puy l'Evêque Puy l'Evêque été fixés par l'acquiescement que les demandeurs auraient donné à ses précédens jugemens des 19 et 28 fév  1845  en les exécutant sans protestation ni réserves  Déclare le pourvoi non recevable  etc     ; 10 déc. 1845.;Ch. civ.
21;28;     Vu l'ordonnance royale du 25 mai 1844  l'arrêté du maire de Saint Mihiel  portant règlement de police  sous la date du 11 mars 1845  et l'art  471  n° 15  Cod  pén     Attendu que l'ordonnance royale précitée a pour objet unique de régler l'exercice du culte hébraïque  et non de prescrire des conditions à la profession de boucher   Attendu que l'arrêté municipal statuant en exécution de l'art  52 de ladite ordonnance a pu prescrire des règles pour la police intérieure de l'abattoir public  qui était soumis exclusivement à l'autorité du maire  mais qu'en interdisant à tout individu israélite non autorisé par le consistoire d'exercer dans cet abattoir les fonctions de schocl (celui qui saigne les bestiaux selon le culte hébraïque)  ledit arrêté n'a pas interdit ni pu interdire aux israélites le droit d'exercer la profession de boucher  et par conséquent  de saigner ou d'abattre les animaux destinés par eux à être vendus à tous les consommateurs sans distinction de religion    Attendu qu'une disposition qui interdirait aux Israélites  directement ou indirectement  l'exercice d'une profession quelconque serait contraire aux lois qui garantissent la liberté du commerce et dé l'industrie   Attendu que l'autorité municipale ne pourrait  sans excès de pouvoir  prescrire des dispositions pour contraindre les Israélites à l'observation des règles de la discipline religieuse de leur culte   Attendu que le jugement attaqué  après avoir constaté que Levy Bolack n'a pas exercé les fonctions de schocl pour ses coreligionnaires  et qu'il s'est borné à tuer des bestiaux pour alimenter sa boucherie pour ses pratiques   a déclaré que ce fait ne constituait pas la contravention à l'arrêté municipal précité  et qu'en cela ledit jugement a sainement entendu et appliqué ledit arrêté   Rejette  etc  ; 14 août 1845. ;Ch. crim. 
22;29;   VU les art  156 et 443  Cod  proc    Attendu que le jugement d'adjudication du 19 jûill 1838 a été rendu par défaut contre la dame Buisson  maintenant épouse du sieur Boissin  et les syndics de sa faillite  Attendu que la signification de ce jugement a été faite aux syndics par un huissier autre que celui qui avait été commis  conformément à l'art  156  Cod  proc    Que cette signification n'a pu dès lors constituer en demeure lesdits syndics ni la dame Buisson  et faire courir contre eux le délai d'appel fixé par l'art  443  même Code  Attendu que la déclaration consignée dans l'arrêt attaqué « qu'il résulte des documens de « la causé que la signification a  été réellement effectuée et que la « copie est parvenue à la femme Buisson »  ne peut faire produire à celte signification le même effet que si elle avait été délivrée par l'huissier commis   d'abord  parce que les prescriptions de l'art  156 ne peuvent être suppléées par des  présomptions que la loi ne reconnaît pas  en second lieu  parce que la copie  fût elle parvenueà la dame Buisson à une époque qui n'est pas d'ailleurs déterminée  il n'en résulterait pas que ses syndics  qui la représentaient  auraient reçu cette copie  Attendu  dès lors  qu'en admettant la Connaissance qu'avait eue la dame Buisson de la signification du jugement par défaut du 19 juill  1838  comme l'équivalent d'une signification faite par l'huissier spécialement commis  et en la déclarant en conséquence non recevable dans l'appel qu'elle avait formé contre ledit jugement  la Cour royale de Paris a faussement appliqué et a expressément violé les  art  156 et 443  Cod  proc     Casse  etc  ; 2 déc, 1845.; Ch. civ
23;29;  Sur le premier moyen   Vu l'art  14  lit  2 de la loi du 24 août 1790 et l'art  7  § 2 de la loi du 20 avril 1810    Attendu que la publicité des jugemens et des arrêts est une condition substantielle de  leur  validité  que celle règle est générale et d'ordre public  et que les jugemens en matière de contributions indirectes n'en sont point affranchis  que si ces jugemens doivent être rendus à la chambre du conseil  ils n'en sont pas moins soumis au principe de droit commun de la prononciation publique   Attendu que toutes les décisions judiciaires doivent contenir dans leur texte l'énonciation de j'accomplissement des formalités prescrites par la loi pour leur validité  Attendu que  le jugement attaqué se borne à constater qu'il a été ainsi fait et jugé en la chambre du conseil  sans que rien n'énonce dans le jugement que c'est publiquement où les portes de la chambre du conseil étant ouvertes  qu'il a élé rendu   D'où il suit que ce jugement a expressément violé les lois précitées   Casse  etc    ; 2 déc 1845.; Ch. civ.
24;29;   Vu les art  50 et 114 de la loi du  28 avril 1816  la loi du 23 avril 1836 et l'art  26 de la loi du  1er germ  an 13   Attendu qu'un  procès verbal régulier et non argué de faux  dressé le 9 nov  1843  par les employés des contributions indirectes à  la résidence de Saint Razeille  constaté  que les employés s'étanttransportés ledit jour chez Lestrade  qui leur était signalé comme logeant et nourrissant des ouvriers employés au canal latéral  Lestrade et sa femme  en réponse à leurs interpellations  déclarèrent qu'il était vrai qu'ils logeaient dès ouvriers et leur trempaient la soupe  mais sans leur fournir du vin  ' et ajoutèrent qu'ils ne 59  jurisprudence de la Cour de cassation   60  croyaient pas pour cela avoir besoin de licence  et que les employés leur ayant fait observer que déjà et à plusieurs reprises ils lés avaient engagés à se munir d'une licence  leur faisant connaître la peine qu'ils encourraient en continuant de s'y soustraire  Lestrade et sa femme avaient persisté à dire qu'on ne pouvait les forcer à prendre licence   Attendu qu'il résulte de ces faits et de ces aveux que Lestrade logeait et nourrissait des ouvriers  et qu'il avait l'habitude de les loger et nourrir pendant les travaux du canal   Que  par conséquent  il était alors logeur  et doit être rangé dans la catégorie des   individus exerçant la profession d'aubergiste ou de maître d'hôtel garni  ou des individus donnant à manger  dont parle l'art  50 de la loi de 1816   Attendu  dès lors  que Lestrade était ténu  aux termes des lois de 1816 et 1836 précitées  de faire sa déclaration et de prendre licence   Attendu qu'en décidant le contraire et en renvoyant Lestrade de la poursuite de la régie  par le motif que le fait reproché à Leslrade n'avait été que passager et accidentel  et qu'il n'était pas prouvé qu'il ait eu lieu moyennant salaire  l'arrêt attaqué a méconnu la foi due au procès verbal  et a faussement interprété et par suite violé les lois ci dessus visées   Casse  etc   ; 9 déc. 1845.;Ch. réun.
25;31;  Attendu  en droit  que le contrat de société n'exclut pas la stipulation d'un mandat   Que le même acte  qui établit une société et détermine les droits des associés  peut aussi contenir les pouvoirs conférés a l'un des contrâctans pour la gestion et l'administration de la chose mise en société et pour là direction des intérêts communs   Que  spécialement dans là société en commandite  lés associés responsables et solidaires sont investis   par leurs cointéressés du pouvoir de gérer  administrer et signer pour la société   Que  ceux des associés auxquels ce pouvoir est attribué doivent être désignés dans l'extrait de l'acte de société  qui est remis au greffe du tribunal de commerce et publié çonformément aux art  42 et 43  Cod  comm   qu'ils sont constitués par là mandataires de leurs coassociés  et que les valeurs appartenant à la société leur sont remises à titre  de mandat   Attendu que si le mandat  ainsi contracté  est modifié  sous dirvers rapports  à raison de son concours avec le contrat de société  notamment s'il ne peut pas être révoqué sans cause légitime  Il n'entraîne pas moins comme l'une de ses conséquences l'obligation pour le mandataire de se renfermer dans les limites de son mandat  d'en rendre compte et d'être passible  en cas de fraude  des poursuites autorisées et des peines prononcées par la loi contre le mandataire infidèle    Et attendu en fait  que l'arrêt attaqué  en réformant le jugement de première instance  a reconnu et déclaré « qu'il résulte de l'instruction et dès débats la preuve que Chaudron Junot a  dans le cours dès années 1838 et 1839  détourné au préjudice de la société dite Savonnerie  de I'Ourcq  dont il était le gérant salarié  diverses sommes qui ne lui avaient été remises qu'à la  chargé de les représenter ou d'en faire un emploi déterminé     que ces di   verses sommes  montant ensemble à 58 000 fr   ont été détournées frauduleusement par Chandron Junot et appliquées à ses affaires personnelles et au paiement de ses dettes »    Que ces faits  dont la constatation rentrait dans les attributions souveraines de la Cour royale  présentent tous les caractères du délit d'abus  de confiance tels qu'ils sont déterminés par l'art  408  Cod  pén   et qu'en  63  Jurisprudence de la Cour de cassation  64  condamnant  par suite  Chaudron Junot aux peines prononcées par les art  406 et 408  la Cour royale a fait une application régulière desdits articles   Rejette  etc   ; 8 août 1845.;Ch. crim.
26;32;    Sur le moyen proposé d'office  motivé sur la fausse application et sur la violation qui aurait été faite de l'art  58  Cod  pén    comme base de la condamnation pénale     Attendu  eu fait  que le demandeur a été reconnu' coupable  par la déclaration du jury  d'avoir  au mois de mai dernier  commis un attentat à la pudeur consommé sans violence sur Valentin Marcou  alors âgé de moins de onze ans  et qu'il résultait en même temps de celle déclaration qu'il existait des circonstances atténuantes en faveur de l'accusé    Qu'il était également justifié que traduit devant la même Cour d'assises du département de l'Hérault  Antoine Capel avait été reconnu coupable d'avoir  toujours avec des circonstances atténuantes  commis des attentats à la pudeur sans violence sur des jeunes filles âgées de moins de onze ans  et que sur cette accusation était intervenu un arrêt de ladite Cour d'assises  le 5 août 1839  lequel  modifiant les peines encourues de Part  331  Cod  pén   dans les limités de l'art  463  65  Jurisprudence de la Cour de cassation   66  mème Code  et appliquant celles de l'art  401  avait condamné Capel en cinq ans d'emprisonnement  en ordonnant qu'après avoir suif cette peine il resterait placépendant dix années sous la sur   veillance    Attendu qu'en cet état  l'arrêt attaqué a déclaré Capel en état de récidive  et vu les dispositions des art  331  463  et faisant application des art  401 et 58  Cod  pén   a prononcé contre lui une condamnation en dix années d'emprisonnement et dix années de surveillance  en élevant ainsi au double le maximum de la peine déterminée par l'art  401 précité    Attendu qu'une semblable condamnation ne pourrait se justifier par l'art  58  Cod  pén   sur lequel elle s'appuie  puisque cet article ne dispose qu'à l'égard de ceux qui  ayant été condamnés correclionnellement à un emprisonnement de plus d'une année  auraient commis un nouveau délit  et que  dans l'espèce  la première condamnation prononcée contre le demandeur avait réprimé une infraction qualifiée crime par la loi    Mais attendu que ledit Capel  précédemment condamné pour crime  était reconnu coupable d'une infraction qui d'après les modifications apportées par l'art  463  Cod  pén   était de nature à être réprimée par une peine correctionnelle  ce qui nécessitait l'application de l'art  57  Cod  pén   dont la pénalité est la même que celle déterminée par l'art  58 précité  et dont les dispositions s'appliquent à ceux qui  ayant été condamnés pour un crime  se rendent coupables d'un délit de nature à être puni correctionnellement    Attendu que la peine prononcée par l'arrêt attaqué étant la même que celle portée par la loi contre l'infraction qu'il s'agissait  de réprimer  l'annulation dudit arrêt  aux termes de l'art  411  Cod  inst  crim   ne peut être réclamée sous le prétexte qu'il y a eu erreur dans la citation du texte de la loi    Par ces motifs  rejette le pourvoi formé contre l'arrêt de la Cour d'assises de l'Hérault du 7 août 1845   ; 28 août 1845.;Ch. crim.
27;35;   Attendu  sur le premier moyen Sur le second et le troisième moyen   Attendu qu'aucune disposition de loi ne refuse à la partie a laquelle on oppose la prescription de droits d'usage résultant  en sa faveur  de titres non attaqués  la faculté d'établir par témoins sa possession légale  c'està dire sa possession manifestée par des actes équipollents aux procès verbaux de délivrance et aux déclarations de défensabilité exigées par les ordonnances  Qu'aux termes de l'art  1347  Cod  civ   la preuve testimoniale est encore admissible lorsqu'il existé un commencement de preuve par écrit    Attendu que la Cour royale a reconnu le caractère d'un commencement de preuve par écrit à l'arrêté du 11 therm  an 11  par lequel le préfet du Tarn  agissant au  nom de l'Etat  alors propriétaire des bois soumis aux usages  maintient provisoirement les usagers dans leur jouissance   qu'elle qualifie de même la déclaration faite dans une requête signifiée par le mandataire non défi)  défi) dans le même sens  Cass  51 août et 16 nov  1842 (Vol  1843 1  47 et 48)  F  aussi Vol  de 1845 1 857  un arrêt du 4 nov  1845 qui coufirme la règle tout en y apportant une exception   5   71  Jurisprudence de la Cour de cassation  savoué des demandeurs   Qu'en outre  l'arrêt attaqué déclare que les faits de possession dont il autorise la preuve par témoins sont de nature à tenir lieu des actes prescrits par la loi  et qu'ils en sont l'équivalent  que  sous ce double rapport  la Cour royale  loin de violer les articles invoqués en ordonnant ladite preuve  s'est donc exactement conformée à l'esprit comme au texte de la loi    Rejette  etc   ; 19 nov, 1845.;Ch. req.
28;36;LA COUR       Sur les 1er et 2e moyens     Attendu qu'il ne résulte nullement des jugemens attaqués que les demandeurs en  cassation aient opposé à Romand aucune compensation pouvant avoir pour effet d'éteindre la créance à laquelle ce dernier s'est trouvé avoir droit comme ayantacquitté de ses deniers  entre les mains du tiers porteur  le montant du billet duquel il s'agit au procès  et comme se trouvant ainsi subrogé aux droits du tiers porteur  conformément à Part  1251  Cod  civ   sauf toutes actions résultant du mandat   D'où il suit que les jugemens attaqués n'ont pas violé les art   136 137 138 et 187  Cod  comm   en vertu desquels l'endossement en blanc ne vaut que comme procuration     Rejette  etc   ; 12 nov. 1845.;Ch. civ.
30;37;   Vu les art  37 et 75 de l'ordonnance du roi du 9 déc  1814  Attendu qu'il résulte de l'art  37 que les préposés ne sont pas tenus  dans tous les cas et d'une manière absolue de suppléer au cautionnement ou à la consignation des droits  en faisant escorter les chargemens  qu'ils ne doivent faire escorter que lorsque cela est possible  d'où il suit que si celte possibilité n'existe pas  l'escorte n'est pas due  et que celui qui veut traverser le lieu sujet n'a que le choix de consigner les droits ou de donner une caution pour le montant de ces droits    Que  dans tous les cas  il ne peut passer malgré l'opposition du préposé de l'octroi  sauf en cas de préjudice résultant d'un refus mal fondé  à réclamer des dommages intérêts   Et attendu  en fait  que le 25 fév  1844  le sieur Landrodie  dit Pariage  voulut traverser la ville de Périgueux avec un autre individu conduisant quatre boeufs sans prendre un permis de passedebout et sans offrir de consigner le montant des droits ou dôfournir  dôfournir voulut exiger une escorte  mais que le préposé qui se trouvait seul au bureau ne put la lui fournir   Que  dans celte position  le sieur Landrodie  malgré la défenser du préposé   sans avoir consigné les droits  ni fourni caution  et sans avoir obtenu une escorte  à franchi la ligne de l'octroi et à fait passer les quatre boeufs  Attendu que tous ces faits  notamment l'impossibilité de fournir l'escorte  sont constatés par le procèsrverbal  lequel  quoique rédigé par un seul préposé  faisait foi en justice  que  d'ailleurs  aucune preuve contraire n'a été offerte   Attendu que le tribunal correctionnel supérieur d'Ahgoulême  en décidant que  dans ces circonstances  il n'avait pas été suffisamment constaté qu'il y eût impossibilité d'accorder à Landrodie pour la traverse de l'octroi l'escorte qu'il avait demandée  a méconnu la foi due au procès verbal  et  par suite  formellement violé l'art  75 de l'ordonnance du roi du 9 déc 1814   Casse  etc   ; 25 juill. 1845.;Ch. crim. 
31;39;LA COUR  Sur le premier moyen   Attendu qu'un propriétaire riverain en possession d'une prise d'eau  se plaignant d'atteinte portée à son droit par le propriétaire d'un moulin possesseur d'une prise d'eau supérieure  est tenu de réunir dans la même instance tous les faits constitutifs de l'atteinte dont il se plaint    Qu'il suit de là  qu'un jugement passé en force de chose jugée  qui  d'après l'appréciation des titres respectifs  a sanctionné la jouissance du propriétaire supérieur  forme obstacle à ce que celle même jouissance  n'ayant éprouvé  comme le déclare l'arrêt attaqué  aucune modification  soit attaquée de nouveau par le même propriétaire inférieur  agissant dans la même qualité  en vertu des mêmes titres  et que  dans de telles circonstances  l'arrêt attaqué a fait une juste application de l'art  1351  concernant l'autorité de la chose jugée   Sur la première branche du deuxième moyen   En ce qui touche les droits que le demandeur tenait de Valentin Lombard    Attendu qu'il est libre aux propriétaires riverains' d'une eau courante de régler entre eux l'usage de cette eau par des conventions privées  et que l'arrêt attaqué ayant constaté l'existence d'une convention de ce genre  a dû en ordonner l'exécution  encore bien qu'il en résultât pour les défendeurs éventuels la dispense de rendre les eaux détournées par leur prise    Sur la deuxième branche du deuxième moyen   En ce qui touche les droits que le demandeur pouvait réclamer comme ayant droit de Barjot  Attendu que ces droits avaient été l'objet de la première instance terminée par le jugement du 8 août 1839  passé en force jugée  qu'ainsi cette deuxième branche du deuxième moyen rentre dans le premier moyen    Sur le troisième moyen   Attendu que l'extinction des servitudes par le non usage est réglé par l'art  706  Cod  civ   et que les art  2265 et 2268 sont inapplicables à ce cas   Rejette  etc   ; 18 nov. 1845.;Ch. req. Prés.
