,page,arrêt,date,juridiction
308,223," — Attendu, sur la question de savoir si les registres et papiers desdits Golzard ont pu être ainsi saisis par les agens île l'administration des douanes , assistés seulement d'un commissaire de police, qu'il résulte de la combinaison des différentes lois rendues sur les douanes depuis 1790, que les contraventions concernant cette matière avaient été placées dans les attributions des juges de paix et des tribunaux de police correctionnelle, jusqu'à l'époque de la promulgation de la loi du 28 avril. 1816 , et épie les poursuites à exercer contre les contrevenans étaient soumises à l'action ordinaire du ministère public ; — Qu'aucune disposition des lois spéciales sur les douanes n'autorise la saisie des papiers domestiques d'un citoyen pour parvenir à la découverte d'un fait ou d'une entreprise de contrebande ; — Que ce n'est que dans le cas du flagrant délit entraînant une peine afflictive et infamante qu'il est permis au procureur du roi de procéder à une semblable saisit: ; — Que, si la loi du 28 avril 1816 avail spécifié, par ses art. 48 et suivans, des faits graves de contrebande qui ont été attribués aux Cours prévôtales alors existantes, et dont la poursuite a été confiée aux prévôts [utiles art. 51 et 62 de cette loi, aucune disposition de la même loi n'accordait au prévôt, en matière de douanes, le droit exorbitant de pénétrer dans le domicile d'un citoyen pour y chercher les traces d'un délit non flagrant : — Qu'une telle prétention eût même été contraire à la loi du 20 décembre 1815 , d'après laquelle le prévôt ne pouvait procéder seul à des opérations de cette nature que dans le même cas du flagrant délit; — Qu'ainsi il y a lieu , à [dus forte raison, de maintenir les règles du droit commun en matière île douanes, lorsque la suppression de la juridiction prevôtale et l'article 57 de la loi du 2 1 avril 1818 ont rendu aux tribunaux correctionnels et aux procureurs du roi la compétence et les fonctions qui leur étaient précédemment attribuées; — Que d'ailleurs les termes île l'art. 62 de la loi du 28 avril 1816 , qui autorisent toute recherche et poursuite du délit d'entreprise et d'assurance de contrebande , sont loin de porter atteinte à la loi salutaire , que le. secret des papiers domestiques est inviolable , hors le cas de flagrant délit prévu par les art. 02 , 56 et 57 , Cod. instr. crim. ; qu'il faudrait que cet art. 62 contînt une dérogation expresse à ce principe ; Attendu que la saisie de papiers du 29 avril , considérée, comme pouvant se rattacher au procès-verbal de saisie de marchandises du 28 mars précédent, a été l'aile hors le Cas de flagrant délit ; — Qu'en la considéranl comme faite en vertu de la dénonciation toute l'inspecteur des douanes du 28 avril 1850. elle portait sur un fait vague de correspondance avec eles agens de contrebande de première ligue et de l'intérieur, ce qui ne constituait pas le flagrant délit, et ce qui présenterait un système d' inquisition aussi dangereux pour le commerce que pour le secret des relations sociales; 
Attendu, enfin, que le procureur du roi, en renvoyant aux commissaires de police la dénonciation de l'inspecteur des douanes, ne leur avait pas délégué le droit de procéder à une saisie de cette nature; que d'ailleurs celle saisie a été l'aile, non pas par un commissaire de police , déjà irrégulièrement délégué , mais par les agens des douanes eux-mêmes en présence de ce commissaire de police : — Par ces motifs , rejette l'opposition de l'administration des douanes; ordonne que le jugement rendu par le tribunal de Nancy recevra son exécution , et, en conséquence , que les registres et papiers saisis seront restitués , etc. 
", 19 juin 1830. , C. r. Nancy. 
310,228," — Considérant que B... ne justifie pas de l'existence du premier mari de la fille D... , son épouse; qu'ainsi , il est, tout à la fois , mal fondé et non recevable dans sa demande; — Confirme , etc. ", 5 lévrier 1830. , G. r. Lyon. 
311,228," — Considérant que le jugement interlocutoire du 16 juillet 1829, qui a admis les pallies de M°. Pervinquière à la preuve par témoins de l'existence d'une société en participation qu'elles prétendaient avoir existé entre elles et la partie de Me Grelleau , ne contient ni les points de fait et de droit, ni les motifs; — Considérant qu'un tel jugement est nul aux termes des dispositions de l'art. 14 , Cod. proc, et de l'art. 7 de la loi du 20 avril 1810 ; Mais considérant que l'appelant a exécuté ce jugement sans réserve ; qu'il a même pris l'initiative sur les intimés, en faisant le premier notifier la liste des témoins qu'il se proposait de faire entendre , et qu'il ne prétend point aujourd'hui que les faits dont la preuve avait été ordonnée n'étaient ni pertinens ni admissibles, ni qu'il ait été mal jugé par ledit jugement onsidérant que cette exécution, sans réserve, du jugement dont il s'agit, a couvert la nullité dont il était entaché, et rend l'appelant non recevable à la proposer;—Déclare 
proposer;—Déclare non recevable dans son moyen de nullité, etc. ", 8 juillet 1830. , C. r. Poitiers. 
312,228," — Attendu que les arrêts qui déterminent si la matière est ordinaire ou sommaire, statuant sur un point sur lequel il n'a été ni conclu , ni plaidé , ne peuvent, dans cette disposition , être considérés que comme des arrêts par défaut ; — ... Attendu que s'agissant de plus de 1,000 fr. et d'un objet contesté , la matière était ordinaire ; — Reçoit l'opposition , et ordonne qu'il sera procédé à la taxe des dépens comme en matière ordinaire. ", 8 mars 1800. ," C. r. Lyon, "
313,229," — Après avoir délibéré sur l'incident ; — Considérant que sans doute le procureur général ne peut pas être considéré comme l'avocat du préfet de Maine-et-Loire dans l'espèce particulière, puisque dans toutes les causes, le ministère public doit être l'organe de la loi, de la justice , sans acception de personnes ou parties ; — Que l'avocat de Gallet-Azémar, qui est appelant, a plaidé le premier , et que la matière est grave et importante ; qu'alors il serait injuste de refuser à celui-ci la faculté de répondre et de répliquer à des moyens puissans que peut-être il n'a pas prévus ; — Attendu que dans toutes les affaires où la loi confie au ministère public le soin de soutenir et de défendre en justice les prétentions et les droits du domaine de l'état, telle que celles qui intéressent les régies, l'administration forestière et autres semblables, qui doivent se juger sans qu'il soit besoin de l'intervention d'officiers ministériels, ni d'avocats, la Cour a constamment accordé la réplique à la partie privée, et a dû le faire , car l'officier du ministère public qui porte la parole à l'audience, peut errer de bonne foi ; il a pu , malgré sa vigilance, avoir été trompé sur les faits qu'on lui a fait alléguer, ou sur l'authenticité et la vérité des pièces qui lui ont été produites ; —D'où il suit qu'il devient en quelque sorte nécessaire d'accorder la réplique à la partie privée; — Permet à Me Dubois de répliquer, et donne acte à M. le procureur-général de son opposition. Du 3 mai 1830. — C. r. Angers. 
ÉLECTIONS. —AVOCAT. — RÉPLIQUE. 
Jugé au contraire qu'en matière électorale, l'avocat de l'électeur réclamant ne peut être admis à répliquer aux conclusions du ministère public. 
( Gravier-Dejean. ) — ARRÊT. 
LA COUR : — Considérant que dans les causes de la nature de celles qui sont en ce moment en instance devant la Cour , les attributions du ministère public sont essentiellement indépendantes , et qu'il procède par voie de conclusions et non par voie d'action : 
Considérant qu'il résulte de ce principe reconnu par la Cour, qu'aucun avocat ne peut être entendu après les conclusions du ministère public: — Dit qu'il n'y a pas lieu d'accorder la réplique à Me Légier; et au fond continue son délibéré pour l'arrêt être prononcé à l'audience de demain. 
", 9 juin 1830. , C. r. Orléans. 
314,230," — Considérant que , dans les affaires sur rapport , le Code porte : « Les défenseurs n'auront, sous aucun prétexte , la parole après le rapport; ils pourront seulement, sur-le-champ, re» mettre au président de simples notes énonciatives des faits sur » lesquels ils prétendraient que le rapport a été incomplet ou » inexact » ; Considérant que dans la matière spéciale qui nous occupe, l'art. 18 de la loi de 1828 porte : « La cause sera jugée sommaire» ment, toutes affaires cessantes , et sans qu'il soit besoin du minis» tère d'avoué ; l'affaire sera rapportée , en audience publique , par »un des membres de la Cour, et l'arrêt sera prononcé après que » le ministère public aura été entendu » ; 
Considérant qu'il résulte de ces dispositions que si les plaidoiries sont interdites dans les causes sur rapport qui admettent avoués et avocats, et que si de simples notes sont alors admises , à plus forte raison cette forme doit avoir lieu dans les causes où les avoués ne sont pas employés, qui sont d'une urgence aussi notoire , où il est ordonné de juger sommairement, toutes affaires cessantes, et pour lesquelles la loi ne place que les conclusions du ministère public entre le rapport et l'arrêt; que tout indique, par conséquent, que le législateur, attendu l'urgence, a voulu confirmer plus spécialement les formes ordinaires des jugemens sur rapport ; — En conséquence , déclare que l'avocat ne sera pas entendu , et coutinue la cause à demain. 
", 10 juin 1850. ,C. r. Besançon. 
315,230," — Faisant droit sur l'appel de Mariette , adoptant les motifs des premiers juges ; Considérant que Mariette , se prévalant encore de la prescription de quarante ans quand l'action hypothécaire est jointe à la personnelle , invoque la coutume de Meaux dans le ressort de laquelle était situé l'immeuble baillé à rente , la Coutume de Paris et la jurisprudence du Parlement; — Qu'il faut d'abord écarter la Coutume de Meaux absolument muette sur la prescription quarantenaire : — Qu'en second lieu , la Coutume de Paris disposait, art. 118, que la prescription de toute chose prescriptible était acquise entre âgés et non privilégiés par l'espace de trente ans, et, exceptant l'église de cette règle , elle déclarait, art. 120, que l'on ne pouvait prescrire contre elle que par quarante ans ; — Que la règle et l'exception paraissent claires et positives ; 
Que cependant il y aurait eu diversité d'opinions et d'arrêts, lorsque l'action hypothécaire se trouvait jointe à l'action personnelle; que les plus graves jurisconsultes s'étaient élevés avec force contre cette étrange doctrine qui, en prorogeant la prescription à quarante ans , faisait survivre à l'extinction de l'obligation principale l'action hypothécaire qui n'en était que l'accessoire; — Qu'enfin le parlement de Paris , s'attachant aux principes et fixant sa jurisprudence d'après la lettre et l'esprit de la Coutume , proscrivit le système de la prorogation à quarante ans, et jugea que trente ans suffisaient pour la prescription de l'action hypothécaire jointe à la personnelle : 
Que parmi les monumens qui déposent de cette jurisprudence on distingue trois arrêts qui datent des 4 sept. 1761 , 11 avril 1769 et 18 août 1785 , ce dernier arrêt rendu au rapport de M. Ferrand , toutes les chambres consultées; — Qu'ainsi doit disparaître l'erreur de Mariette sur les Coutumes de Meaux et de Paris et sur la jurisprudence du parlement, à laquelle se lie une législation éclairée qui, simplifiant les règles , n'admet pour la prescription des actions personnelles, réelles ou mixtes, que le même terme de trente ans, et qui assujettit l'état , les établissements publics et les communes aux mêmes prescriptions que les particuliers: —Met l'appellation au néant ; ordonne que ce dont est appel sortira effet, etc. 
", 8 mai 1800.,"C. r. Paris, "
316,231," —... Au fond, attendu qu'un gord, tel que celui que les prévenus ont établi, est évidemment un de ces appareils de pêche que l'art. 10, tit. 31 de l'ordonn. de 1669 proscrit, comme nuisant au peuplement des rivières; que, s'il était constant que les prévenus ont fait usage de ce gord, ils seraient passibles des peines prononcées par cet article ; mais que ce fait ne résultant pas du procès-verbal dressé contre eux, cet article ne peut, sous ce rapport, recevoir d'application à l'espèce; qu'elle rentrerait dans les dispositions de l'art. 25 du même titre , qui punit des mêmes peines ceux qui sont trouvés saisis d'engins prohibés ; mais que cet article est compris dans l'abrogation générale prononcée par l'art. 83 du Code de la pêche fluviale de toutes Les lois antérieures sur cette matière ; que, pour savoir si le fait poursuivi comme délit a ce caractère , c'est la loi existante lors du jugement qu'il faut consulter, et non celle qui était en vigueur lorsque ce fait a eu lieu (2); que l'art. 24 du Code précité ne défend l'établissement des barrages sur les rivières, qu'autant qu'ils empêchent entièrement le passage du poisson; que le procès-verbal dressé contre les prévenus n'établit pas que celui qu'ils ont construit produise cet effet; qu'ainsi le fait qui leur est reproché ne constitue pas un délit , puisqu'il n'est défendu par aucune loi, et qu'ils doivent par conséqueut être renvoyés de l'action dirigée contre eux ;— Par ces motifs, vidant le renvoi qui lui a été fait par la Cour de cassation, et, disant droit sur l'appel de l'administration forestière envers le jugement rendu par lu tribunal correctionnel de SaintSever, le 37 octobre 1827, dit avoir été mal jugé, bien appelé; — Réforme ledit jugement, et, procédant par nouveau, relaxe les prévenus des poursuites dirigées contre eux , etc ", 24 décembre 1829. , C. r. Pau. 
317,231," — Considérant qu'aux termes des lois des 5 novembre 1790 , et 4 et 7 mars 1793 , les droits au profit de l'État résultans d'adjudication par l'autorité administrative, et même par actes privés, emportent privilège ou simple hypothèque non déterminée; que le Code civil, art. 2098, confirme l'effet de ces dispositions ; — Met l'appellation et ce dont est appel au néant; émendant, déboute Duplan de sa demande , etc. ", 29 mars 183o. , C. r. Paris. 
318,231," - Considérant que les irrégularités reprochées aux oppositions faites dans les mains du geôlier par Baillebot et Renault, (agens de la faillite), deviennent sans objet du moment que Bedeaux dit le Jeune (syndic) s'est porté, de son chef, arrêtant sur les deniers dont il s'agit, et prétend avoir le droit de s'en emparer, au nom de la masse des créanciers qu'il représente, indépendamment de (1 et 2) Le texte de cet arrêt offrirait une erreur grave, en droit criminel, s'il n'était entendu dans le sens de la notice.— A coup sûr, telle a été l'inten tion de la Cour; d'autant que c'était là le besoin de la cause. — V. tom. 11, 1, 59; — 14, 1, 16; — 15. 1, 09. 
232 
Lois et Décisions diverses. 
l'existence desdites oppositions ; — Que Binet ayant assigné Bedeaux dit le Jeune pour voir dire que celui-ci serait tenu de souffrir la mainlevée des oppositions qui l'empêchaient de toucher le montant de la consignation faite par la femme Le Gohérel aux mains de Dupré de Bobigny , geôlier, des sommes pour lesquelles ledit Binet tenait la femme Le Gohérel dans les liens de la contrainte par corps. Bedeaux dit le Jeune a pu reconventionnellement faire valoir, devant le juge en présence duquel il était cité, les prétentions qu'il pouvait avoir sur les deniers consignés, puisque ces prétentions avaient une très grande connexité avec l'action principale à laquelle ils formaient un moyen de défense ; — Que le juge dont est appel devait d'autant moins écarter lesdites prétentions , qu'aucun déclinatoire n'ayant été proposé, sa compétence ne pouvait être douteuse, quand même la matière eût été commerciale, attendu que les tribunaux civils d'arrondissement, investis de la pleine juridiction, connaissent de lotîtes les affaires même réservées aux tribunaux d'exception, quand les parties n'ont pas dans l'origine refusé de se soumettre à leur autorité ; 
Et que d'ailleurs la contestation ne roule pas sur un acte de commerce, mais seulement sur le point de savoir à qui, d'un créancier particulier porteur d'un jugement, ou de la masse des créanciers d'un failli, appartient une somme déposée parle débiteur commun entre les mains d'un tiers, ce qui forme un objet de litige purement civil et du ressort des tribunaux ordinaires ; 
En ce qui touche le fond , que, suivant qu'il résulte de jugement passé en force de chose jugée, l'ouverture de la faillite de la femme Le Gohérel remonte au 12 août 1824 ; que la consignation faite par cette femme aux mains du geôlier, pour obtenir son élargissement, n'a eu lieu que le 10 avril 1825, c'est-à-dire à une époque où , d'après les art. 442 et suivans. Cod. comm., ladite femme Le Gohérel était dessaisie de l'administration de ses biens, et ne pouvait plus paver certains créanciers au préjudice des autres; que, par conséquent, Binet, pour qui ladite consignation a été opérée, n'a pas le droit de s'en emparer exclusivement à la masse des créanciers de sa débitrice ; qu'il est indifférent d'examiner si, quand le geôlier a reçu ladite consignation, il agissait comme mandataire légal de Binet ou comme simple dépositaire, puisque, lors même que le paiement ont été fait aux mains de Binet eu personne, le jour où le geôlier a clé saisi des deniers, la nullité n'en eût pas moins dû être prononcée et la répétition ordonnée , aux termes des articles précités ; ce qui, plus forte raison , doit autoriser le syndic, afin d'éviter les circuits d'action, à s'emparer desdits deniers dans les mains du tiers qui s'en trouve nanti : — Que Binet ne peut invoquer la faveur d'un créancier dont on exigerait la répétition des sommes qu'il aurait regnes de bonne foi dans l'ignorance de l'état de faillite de son débiteur ; qu'en effet, d'une part, il n'a encore rien personnellement louché ; et, de l'autre , à l'époque de la consignation reçue par le écolier, il ne lui était pas possible de se tromper sur la position de la femme Le Gohérel, puisqu'il l'avait fait constituer prisonnière, qu'elle avait intenté contre lui et les autres créanciers une instance tendante à être admise au bénéfice de cession , dans laquelle elle avait succombé; — Qu'il n'y a pas d'objection à tirer contre la masse des créanciers, de la circonstance que la femme Le Gohérel a été mise en liberté par le geôlier , sans que Binet ait été payé de ce qui lui est dû : car rien, à cet égard, ne vient du fait des créanciers; et c'est à Binet lui-même à se reprocher sa négligence de n'avoir pas averti le geôlier que, dans l'état de faillite où se trouvait la femme Le Gohérel, la simple consignation des sommes pour lesquelles avait eu lieu l'arrestation , n'était pas suffisante pour la libérer , à cause du droit qu'avait la masse d'y prendre part : — Infirme le jugement du tribunal de Domfront. etc. 
", 10 juillet 1827., C. r. Caen.
319,232," — Considérant qu'à l'époque de la vente du mobilier et des marchandises de Pluart, par procès-verbal du 22 mars 183o, Masson étaiy créancier de ce dernier des loyers échus le 1er. janv. 1830. et du terme lors courant; qu'un commandement et un procès verbal de récollement, en date des 2 et 7 janvier dernier, ont en lien pour le terme de janvier ; que , si la saisie-gagerie du 1 9 octobre 1829 n'a eu pour cause exprimée que le terme du 1er. octobre, acquitté depuis et en février suivant par les remises successives faites à Masson par le gérant du magasin, cette saisie-gagerie, déclarée valable par jugemens des 15 décembre et 5 février derniers, n'avait pas besoin d'être, réitérée pour chaque terme à l'échéance, réitération qui aurait entraîne des frais frustratoires; qu'il est constant qu'à la date de la vente du 22 mars 183o, il était échu depuis le 1er. octobre le terme de janvier, et que le terme d'avril était prêt à échoir ; — Considérant qu'elle a eu lieu contre Pluart, tant en vertu desdits jugemens qu'en vertu d'un arrêt par défaut de la Cour, du 4 mars dernier, signifié à avoué le 15 mars, et que cet arrêt, susceptible d'opposition, a eu sa complète exécution par la vente du mobilier et l'expulsion , avant l'opposition formée audit arrêt, qui n'est qu'à la date du lendemain 20 mars;— Considérant d'ailleurs que plusieurs autres saisies existaient sur le mobilier et sur les marchandises, et que, par une ordonnance de référé du 20 février, contradictoire entre plusieurs créanciers saisissans et le sieur Masson , premier saisissant. et par défaut contre Pluart. qui ne l'a point attaquée, il avait été ordonné qu'il serait procédé dans le délai de quinzaine à la vente des objets saisis , dans l'intérêt de tous , à la diligence de Masson , et que sous tous ces rapports les poursuites sont régulières et motivées; — Sans qu'il soit besoin de statuer sur les fins de non-recevoir proposées par Masson contre L'opposition de Pluart; déboule ledit Pluart de son opposition à l'arrêt par défaut du 4 mars mars dernier, etc. ", 6 avril i85o. , C. r. Paris. 
322,236," — Attendu qu'il résulte du texte de l'art. 19 de la loi du 28 mars 1790 et du paragraphe 2 du chap. 3 de l' instruction publiée en formelle loi le 20 août suivant, que leurs dispositions relatives à la suppression des droits de hallage et à la propriété des halles s'appliquent généralement à tous les droits de cette espèce perçus en nature ou en argent, de quelque nature qu'ils soient, par conséquent à ceux qui étaient émanés de la puissance féodale comme à ceux qui avaient une autre origine, et que ces mêmes lois ne font point de distinction entre les halles possédées par des seigneurs ou celles qui appartenaient à des particuliers ; attendu que le droit attribué aux communes et aux propriétaires des halles de se contraindre mutuellement, à les louer, ou vendre et. acheter était purement facultatif; que les droits de pure faculté sont imprescriptibles tant qu'ils n'ont pas été contredits : que , dans le cas même où celui dont il s'agit pourrait être assimilé aux actions ordinaires, il ne serait pas prescrit au préjudice de la commune de Saint-Savin , soit qu'elle eût, avant. la promulgation du Code civil. les priviléges des mineurs, ou qu'on ne dut la considérer que comme une simple communauté laïque, parceque dans le ressort du parlement de bordeaux, la prescription de 30 ans ne courait pas contre les mineurs et qu'on n'y prescrivait que par 40 ans contre lesdites communautés et contre l'église ; Attendu quesi, malgré le droit que lui attribuent les lois de 1790, la commune de Saint-Savin avait besoin de l'autorisation du roi pour acquérir la halle des mariés Meynard, celle autorisation n'était pas nécessaire pour les contraindre à déclarer définitivement s'ils entendent la louer ou la tendre : et pour faire estimer par experts le prix de la location. ou de la vente : qu'il suffisait à la commune d'être autorisée par le conseil de préfecture à exercer cette action préalable, sauf, clans le cas d'option pour la vente , à demander l'autorisation du roi pour acheter : 
Attendu que les mariés Maynard n'avaient offert de vendre qu'à des conditions tellement absolues que le maire de Saint-Savin n'était pas libre de les accepter, et qu'ils avaient déclaré révoquer lesdites offres en cas de non-acceptation ; qu'ils avaient ainsi rendu nécessaire l'action formée contre eux pour les contraindre à s'expliquer sur leur intention de louer ou de vendre la halle qui leur appartient ; que l'expropriation de celle halle pour cause d'utilité publique était prononcée en faveur de la commune par les lois de 1790; que conformément à l'ordonnance du roi du 2 juin 1819, if ne fallait recourir à la loi du 8 mars 1810 que pour le règlement du prix de la location ou de la vente , suivant les formes prescrites par le §. 2 du titre 5 de ladite loi, et que la commune les a régulièrement observées ; 
Attendu qu'en ordonnant l'estimation de la halle de Saint-Savin , les premiers juges n'en ont point excepté le sol dont la propriété n'est pas plus contestée aux mariés Meynard que celle des bâtimens ; que néanmoins le chef de leur jugement relatif à cette estimation peu 
Lois et Décisions diverses. 
laisser des doutes sur les bases de l'opération des experts ; que l'avis du conseil d'état du 6 août 1811 défend bien de confondre avec l'estimation de la propriété des halles, celle des autres droits qui pouvaient y être originairement attachés et qui ont été supprimés sans indemnité par la loi du 28 mars 1790 ; mais qu'il ne défend pas d'apprécier la valeur locative ou vénale d'une halle en prenant en considération le revenu que le propriétaire peut en retirer par la location des places aux marchands ; que ce revenu présumé est au contraire un des élémens indispensables d'une juste évaluation ; 
Attendu que les mariés Meynard succombent sur la plupart des chef de leur appel; — Emendant seulement quant au chef concernant l'estimation de la halle de Saint-Savin , ordonne que les experts comprendront le sol et les bâtimens dans l'estimation qu'ils ils feront de la valeur locative et vénale ; qu'il ne pourra être ajouté à l'évaluation de ladite propriété celle d'aucun des droits supprimés par l'art. 19 de la loi du 28 mars 1790 , mais que les experts prendront en considération , comme un, des élémens propres à fixer sur le juste prix de location ou de vente, les revenus que les mariés Meynard peuvent retirer de la location des places de la halle aux marchands qui viennent y exposer leurs marchandises, ordonne que tous les autres chefs du jugement dont est appel sortiront leur plein et entier effet, et que l'amende sera restituée; compense les dépens de l'appel, sauf le coût de l'arrêt qui est mis à la charge des mariés Meynard. 
", 50 avril 1850. , C. r. Bordeaux. 
325,238," —vu les dispositions de l'art. 8 du contrat de mariage des époux Leroy; —Vu aussi le contrat d'acquisition du sieur Denise , par lequel il s'est obligé de payer, à jour fixe , le prix de ladite acquisition ; — Et adoptant, au surplus, les motifs des premiers juges ; — Confirme , etc. ", 21 mars 1829. ,2e. ch. 
327,239," — Considérant que l'enfant de famille qui n'a pas atteint la majorité fixée par l'art. 148 , Cod. civ. , peut, en cas de dissentiment de ses père et mère, contracter mariage avec le consentement de son père seul, aux termes dudit article.—Que lorsque ses père et mère sont morts, s'il y a dissentiment entre l'aïeul et l'aïeule de la même ligne, le consentement de l'aïeul suffit; s'il y a dissentiment entre les deux lignes , ce partage emporte tement aux ternies de l'art. 150 du même Code ; 
Considérant que l'art. 151 et les articles suivans n'apportent aucune modification à ces dispositions pour le mariage d' un enfant de famille qui a atteint la majorité fixée par l'art. 148, qui lui accordent le droit de contracter mariage sans aucun consentement de ses père, mère, aïeuls et aïeules, après avoir demandé leur conseil"" par l'acte respectueux et formel qu'ils prescrivent suivant les différens cas prévus ; 
Considérant qu'il résulte de la combinaison de ces articles qu'il suffit pour les enfans de famille qui ont ou n'ont pas atteint la majorité fixée par l'article 148, et lorsque leurs père et mère sont morts, du consentement de l'aïeul et de l'aïeule de la même ligne lorsqu'ils sont existans, ou de l'un d'eux, si l'autre est. mort, pour contracter mariage ; 
Que l'acte respectueux supplée au défaut de ce consentement pour l'enfant de famille qui a atteint la majorité fixée par l'art. 118, et que l'enfant de famille qui n'a pas atteint cette majorité ne peut se passer de ce consentement et y suppléer par l'acte respectueux ; 
Considérant que la demoiselle Chappart est âgée de plus de vingt et un ans ; que ses père et mère et son aïeul paternel sont morts : que le 21 mai 1850 son aïeule paternelle a, par acte authentique consenti à son mariage avec Théophile Maurin ; que"" l'opposition qu'y a formée l'intimé, son aïeul maternel, a constaté le dissentiment entre les deux lignes qui emporte consentement; — Que la demoiselle Chappart a signifié le consentement de son aïeule paterelle à l'intimé eu tête de l'assignation en main-levée de son opposition qu'elle lui a fait donner et qu'elle n'était point obligée de lui faire notifier d'acte respectueux ; — Réformant, ordonne que l' officier de l'état civil passera outre , à la célébration du mariage. 
", 8 juillet 1800.,C. r. Poitiers.
328,239," — Attendu , en ce qui touche le legs à titre particulier fait au profit du sieur Bilas de certains immeubles , qu'en droit, la saisine étant acquise aux héritiers naturels , cl le sieur Bilas ne se trouvant pas en possession desdits immeubles , en vertu d'un titre dont 1'exécution se serait étendue au-delà du décès de la testatrice, il suit qu'aux termes de l'art, 1014, Cod. civ. , Bilas aurait du former la demande en délivrance dudit legs dans l'ordre prescrit par l'article 1011: que, s'il ne s'est pas conformé aux dispositions de la loi, il devient passible de la restitution des fruits induement perçus jusqu'à la demande en délivrance des immeubles formant l'objet du legs; — Mais attendu qu'il s'induit de la réponse faite par Bilas devant le juge de paix qu'il a formé cette demande ; qu alors la restitution des fruits au profit des héritiers naturels doit s'arrêter à celte époque : — Attendu, en ce qui touche le legs d'usufruit, qu'en principe l'usufruitier est non-seulement tenu de se conformer aux prescriptions de l'art. 1014 , mais encore à celles qui lui sont imposées par l'art. 600 , Cod. civ., qui veulent que l'usufruitier ne puisse entrer en jouissance du legs qu'après avoir fait un inventaire des meubles et un état des immeubles ; que Bilas n'ayant satisfait à aucune de ces obligations, il ne peut s'aider, comme dans le premier cas. de sa réponse devant le juge de paix, pour borner à cette époque la restitution des fruits ; que, par le seul défaut d'inventaire des meubles, il doit être tenu de ladite restitution envers les héritiers naturels . à partir de son entrée en possession dudit usufruit : ces motifs, et ceux des premiers juges, vidant le renvoi au nseil, sans s'arrêter, ni avoir égard aux conclusions, tant principales que subsidiaires, de la partie de Bastié, et l'en démettant, l'a démis et démet de son appel envers le jugement dont il s'agit, etc. ", a 9 juillet 1829.,C. r. Toulouse.
329,240," — Attendu , sur la première question , qu'il a été reconnu par les premiers juges qu'il ne dépend pas d'une femme mariée de-déroger, constante matrimonio, à son contrat de mariage, et que le sieur Miramont reconnait lui même la nullité de la renonciation renonciation par la dame Delage dans l'acte du 19 juillet 1819: — Attendu que l'exception dans laquelle le sieur Miramont persiste et que les premiers juges ont adoptée , prise du défaut de transcription de la donation dont il s'agit, est également mal fondée , qu'en effet , si la donation de l'usufruit de la moitié du domaine dont il s'agit , quoique éventuelle , et faite à titre de gain de survie . a conféré un droit irrévocable à la dame Delage , il n'en résulte pas qu'on doive, la ranger dans la classe des donations entre vifs, qui ne sont efficaces que par la transcription; qu'une donation à titre de gain de survie, quoique irrévocable, mais subordonnée à la condition du prédécès du donateur, participe beaucoup plus de la donation à cause de mort , que de la donation entre vifs; que c'est le motif pour lequel ces sortes de donations ne devaient pas être insinuées, et ne doivent pas être transcrites du vivant du donateur, pour produire leur effet après son décès; qu'à cet égard, l'art. 1002 du Code civil , sainement entendu , est parfaitement d'accord avec les anciens principes, loin d'avoir introduit un droit nouveau : qu'un tel système ne blesse pas essentiellement celui de la publicité un en. matière d' hypothèque ou de donation , puisque, d'un côté, il ne s'agit pas ici d'une action hypothécaire; puisque, de l'autre , les acquéreurs n'auront qu'à consulter le contrat de mariage de leur» vendeurs, ce qui aurait été fait par le sieur Miramont ; — Attendu, sur la seconde question , que , dès lors , le sieur Miramont étant tenu de délaisser à ta dame Delage la moitié du domaine dont il s'agit pour qu'elle en jouisse à titre d'usufruit, il est indispensable d'ordonner qu'il soit procédé au partage dudit domaine, pour fixer la moitié dont la daine Delage devra jouir ; — Par ces motifs . disant droit sur l'appel, déclare que la partie de P. Case a acquis. par le prédécès de son mari, l'usufruit, sa vie durant, de la moitié du domaine de la Couech et de ses entières dépendances , etc. 
", 7 mai 1829. , C. r. Toulouse. 
