,page,arrêt,date,juridiction
17,12," Vu les art. 4, 27, 39 et 60 de la loi du 22 frim. an 7; Attendu que, par l'effet du jugement arbitral du22 mess. an 11, lesbiens qui axaient ete aliénés par Guillaume Laminade, suivant les contrats de vente des 6 vent, an 6, 6 pluv. et 25vent.an7, sont restésdans la masse de son ht'iedité; qu'ainsi, ils étaient passibles des droits de mutation par déces établis par les articles 4, 27 et 39 susénoncés; qu'en dispensant ces btcns des droits auxquels la loi les assujettissait, le tribunal de Villefranche, département de l'Avevron, a contrevenu formellement a ces dispositions; Attenduque l'art. 60, mèmeloi, prohibe toute restitution de droits régulièrement perçus, quels quesoientles evenemens ulterieurs;quelesdroits d'enregistrement perçus sur les contrats d'aliénation susdatés n'étaient pas devenus susceptibles de restitution par l'effet de leur annulation ulléneuie, et qu'ils ne pouvaient, en conséquence, entrer en compensation avec les droits ouverts par l'elfet d'une mu'ation nouvelle; que le jugemenlatlaqué, en faisant entrercette compensation au nombre de ses motifs pour relaxer Hugues Lammade de la demande du droit de mutation opérée par le deces de son père, a violé l'art. 60 de ladite loidu 22 fnm.an 7;-Casse, etc. ", 30 janv 1809., Sect. av.
18,13," – Attendu que les art. 399 et 401 de la coutume de Normandie ne s'expliquant pas d'une manière positive sur la question proposée, la Cour d'appel de Caen a pu, sans les violer, adopter l'interprétation que la jurisprudence leur avait donnée; et que, d'après cette jurisprudence. pour que l'enfant pùt transmettre, à titre de succession, le droit au tiers coutumier à des héritiers collatéraux, il ne suffisait pas, dans la cidevantNormandie, qu'il eùt renoncé a l'hérédité du père, mais qu'il fallait en outre qu'il eût avant son décès, fait l'option du tiers coutumier; – Rejette, etc. ", 31 janv. 1809., Sect. civ.
19,13," – Vu l'art. l""de la loi du28nlv. an 2, et l'art. 10 de celle du 25 août 1792; –Et attendu que la loi du 28 niv. an 2 n'est évidemment relative qu'à des abandons d'immeubles pour l'affranchissement perpétuel d'un droit seigneurial annuel ou éventuel, et non à des héritages qui auraient été cédés en paiement de droils acquis; qu'il résulte de l'art. 10 de la loi du 25 août 1792, que le législateur n'a pas voulu rétroagir sur ce qui était consommé, puisqu'il a déclaré qu'il n'y aurait pas lieu à répétition des arrérages de droits supprimés, lorsqu'ils ont été payés conformément aux lois antérieures;-Que dans l'espèce de la cause soumise aux arbitres il y avait paiement effectué par l'abandon des choses comprises en la transaction; qu'ainsi, à supposer de nature féodale, les amendes, avances et dépens qui formaient le prix ou la compensation de l'abandon, il y a fausse application delà, loi du 28 niv. an 2, art. 1"", et contravention a l'art. 10 de celle du 25 août 1792; que la fausseapplication est. d'autant plus sensible, qu'il s'agissait d'amendes prononcées par formede dommages-intérêts pour des bois abattus ou dégradés, et de profils de justice, qui sont bien distincts des profits de fiefs et droits féodaux, justice et fief qu'aux observations qui l'accompagnent. V. au reste Merlin Questions de droit, T° Tiers coutumier, § 2. 
n'ayant rien de commun; Qu'il suit de là que le jugement arbitral ne peut plus se soutenir, sous le motif que la commune aurait été dépouillée par l'effet de la puissance féodale;– Casse, etc. "," 1"" fév. 1809",Sect. civ.
20,14,"– Attendu que les dispositions des art. 7 et H, tit. 20 de l'ordonn. de 1667, et 46 du Code civ. ne sont pas tellement exclusives de la preuve testimoniale, qu'elle ne puisse être admise dans certains cas autres que ceux compris dans ces articles, ainsi qu'il résulte du procès-verbal de rédaction de ladite ordonnance, et de ceux de la discussion dudit code; – tt attendu que, dans l'espèce, des circonstances graves font plutôt présumer la mort que l'absence de l'individu dont Il s'agit de constater le décès, ainsi que l'arrêt attaqué le reconnaît et le déclare; – Rejette, etc. ", 2 fév. 1809., Sect.req.
21,15,"– Considérant que la compétence des tribunaux se règle d'après la nature des actions qui leur sont soumises; que celle que Perrin a intentée contre de Boufflers est une action mixte qui, aux termes de l'art. 59 du Code de procédure, pouvait être portée devant le tribunal de la Seme dans le ressort duquel de Boufflers a son domicile; que le tribunal de la Seine, ayant été compétemment saisi de cette demande, l'a été aussi compétemment de celle formée en déclaration de jugementcommun contre la dame de Fargues, puisque cette seconde demande était intimement connexe a la première; – Ordonne que les parties procéderont sur leurs demandes respectives devant le tribunal de la Seine,etc. ", 2 fév. 1809.,Sect. req 
22,15,"LA COUR;– Attendu que la loi n'excluait point de jugement devant la Cour de justice criminelle, un juge qui avait participé au jugement par lequel la commission militaire s'était déclarée incompétente; – Rejette, etc. ", 2 fév. 1809.,Sect. crim.
24,16,"LA COUR;– Vu les art. 1784 et 1785 du Cod. civ. et considérant que l'entrepreneur d'une messagerie e5t, relatnemcnt aux effets qui lui sont confies, un véritable mandataire; qu'il doit veiller a leur conserv atton et les remettre a leur destination telsqu'il lésa reçusdu mandant; qu'il est responsable de la perte ou de Tatarie, à moins qu'il ne prouve que ces effets ont eté perdus ou avariés par cas fortuits ou force majeure;-Que si l'art. 62 de la loi du 23 juill. 1793 a restreint seulement a 150 fr. l'indemnité due pour la perte des effets cette dérogation aux règles du mandat n'a été mtroduttequ'en faveur du gouvernement et lorsque les messageries étaient en régie nationale que la loi du 9 vendém. an 6 ayant supprimé les messageries nationales, les obligations des entrepreneurs particuliers de messageries sont rentiees dansle droit commun, d'ou il suit que le tribunal civil de Caen en prenant pour base de sa décision, la loi de juill. 1793 a faussement appliqué cette lot et contrevenu a l'art. 1784 du Code civil, qui n'est point introductif d'un droit nouveau Casse, etc. ", 6 fev. 1809.,Sect. civ.
25,17," –Considérant que la Cour d'appel de Grenoble ayant déclaré par son arrêt que le dol n'était point intervenu dans l'acte <ÎU 23 juin 1790, et que, dans l'espèce il ne pouvait pas même y en avoir le plus léger soupçon; que, dès lors, il ne s'agit plus que d'examiner si cet acie pouvait être susceptiblede rescision pour cause de lésion ou, en d'autres termes, si cet acte doit être considéré comme partage entre cohéritiers, plutôt que comme transaction; Considérant, en ce qui concerne la partie de l'acte concernant le règlement des légitimes dues sur la succession paternelle, qu'il y avait eu, a cet égard demande en justice, instance, jugement et appel; que, dans cette instance, on agitait des difficultés sérieuses, soit sous le rapport de la prescription, soit sur le mode dupaiement des légitimes qui étaient réclamées en corps héréditaires, et que l'héritier ne voulait payer qu'en deniers; qu'en outre, un compte particulier d'administration par l'un des légitimaires, tant à l'héritier qu'aux autres légitimaires, formait un autre sujet de litige, et il est dit dans l'acte de 1790 que ce fut pour terminer les contestations existantes, et pour prévenir celles à naitre, sous ces divers rapports, que les parties firent réciproquement les abandons, renonciations, et désistemens stipulés dans les trois premiers articles; d'où il suit que, dans cette partie, l'acte est véritablement une transaction, et non un simple partage; que, d'ailleurs, s'il eût existé en fait quelque doute sur la nature de cet acte, sur son vrai caractère, la Cour d'appel avait incontestablement le droit de l'interpréter et de fiier le véritable sens de ses clauses; Considérant, en ce qui concerne la partie de l'acte relative aux biens du fidéicommis remis à Jean-Baptiste de Reynaud, par sa mère, le 18 août 1772 qu'à cet égard les droits réclamés par les légitimaires étaient bien plus litigieux encore puisque les frères et sœurs Reynaud n'auraient pu faire comprendre ces mêmes biens dans la masse maternelle afin d'y légitimer, qu'après en avoir dépouillé Jcan-Baptis'.e de Reynaud, et après avoir fait rétracter les titres de sa possession, c'est-à-dire l'acte de rémission du 12août 1772, l'arrêt du parlementdeGrenoble de 1779, qui en ordonne l'exécution et l'arrêt do conseil d'Etat, confirmatif de celui du parlement de Grenoble il est évident que les frères et soeurs Reynaud ne pouvaient espérer d'atteindre ce but, sans avoir un procès très sérieux avec Jean-Baptiste de Reynaud, leur frère, et que ce obligatoire pour eux comme s'il eùt été conventionnel, puisque la loi le place sur la même ligne, et que notamment elle donne l'action en rescision aussi bien contre le premier que contre le second. (Code civ., art. 1071). ) Les cohéritiers pouvaient donc attaquer le partage fait par leur auteur. Au lieu de cela, ils ont transigé; il est donc clair que par ca moyen ils se sont placés sous l'empire de la seconde disposition de l'art. 888 du Code civil, aux termes duquel i< l'action en rescision n'est plus admissible, après le partage ou l'acte qui en tient lieu, contre la transaction faite sur les difficulés réelles que présentait le premier acte. » 
III.– 1"" PARTIE. 3 
fut pour éviter ce procès, pour ne pas en courir les chances qu'ilsacceptèrenlchacun une somme de 100,000 fr., au moyen de laquelle ils déclarèrent renoncer a toute prétention sur lesdits biens, a Mie de légitime, quart de reserve, ou a tout autre titre;– Consultant, sous ces deux premiers rapports, que l'acte du 23 juin 1790 étant une ti .insaction non susceptible de rescision pour causedelésion, suivantl'edit de Charles IX du mois d'avril 1560, la Cour d'appel deGrenoble n'a commis aucune contravention en déclarant non recevable et mal fondée la demande en rescision formée contre cet acte;– Considérant en ce qui concerne la partie de l'acte, relative au rèfclementdes légitimes, quart de rçserve, et autres droits sur les biens maternels réputés libres qu'a cet égard Il est établi en fait tant ;>ir l'arrêt dénoncé que par les écrits et conclusions signifiés en instance d'appel, que les frères et sœurs Reynaud ne se plaignaient d'aucune sorte de lésion sur cette espèce de biens, et qu amsr la Cour d'appel de Grenoble n'a pu commettre aucune contravention en n'ordonnant pas sur ce point la vérification d'une lésion qui n'était pis même alléguée; Considerant enfin que les différentes contentions stipulees dans l'acte du 23 juin 1790, quoique distinctes et séparées, suivant les dermers objets auxquels chacune de ces conventions se rapporte, toutes néanmoins sont corrélatives, en ce que dans l'intention des parties elles avaient toutes un but commun, celui de terminer des procès véritablement existans, et de tarir la source de ceux qu'on avait a craindre intention exprimée en termes bien formels dans le dernier article de l'acte, où Il est du « qu'au moyen de tous les articles ci-destu» « convenus toutes difficultés, procès et diffe« rends entre les parties, demeurent éteints et « terminés, et qu'elles renoncent respeetne« ment a toutes demandes prétentions d'où « qu'elles procèdent ou puissent procéder » que, d'après cette clause générale, il n'est aucune partie de l'acte, aucune des conventions qu'il renferme, dont on ne puisse dire qu'elle a eu pour objet de terminer ou de prévenir un procès; d'où il suit que la demande en rescition, pour cause de lésion, n'était admissible sous aucun rapport; – Rejette etc. 
", 7 fév. 1809, Sect. civ.
26,18,"- Vu l'art 473 du Code de procédure civile; – Etconsidéiaut que le juge d'appel légalement saisi, peut faire toutce qui était au pouvoir du tribunal de première instance; et que, dans l'espèce, la Cour d'appel de Pans était îegulierement saisie de la question de savoir si la nomination du sieur Bergeret tiendrait, ou si,en:nfiimanl ce dont est appel la curatelle de cette succession seraitdéfeiée a un autre individu; d'ou il résulte que l'arrêt du 13 fev. 1808 qui, après avoir infirrné ce dont est appel, a nommé un autre curateur que le sieur Roger, ne renferme ni excès de pouvoir, m fausse application des ait 812 du Code civ. et 998 et 999 du Code de procédure civile, ce qui écarte le premier moyen de cassation Considérant, sur le second mojen, que l'art. St2 du Code civil est étrangei a la manière de récupérer ou d'employer des fiais de curatelle que l'art 8tt, même Code, qui ne fait que rendre communes aux curateurs a successions vacantes les dispositions de la sect. 3e, chap. 6, lit. 1"" du livre 3 de ce Code, sur les formes de l'inventaire, sur le mode d'administration et sur les comptes a rendre de la part de 1 héritier bénéficiaire, est également inapplicable a des frais d'une affaire devenue personnelle a un < urateur dont la validité de nomination est contestée; que l'article 1002 du Code de procédure mile, ne fait que se referer a l'art. 810 du Code en il et que ces deux ai mies, destinésa régler le mode de récupérer et d'employer des frais simples ordinaires d'une curatelle non contestée, ne sont point applicables aux dépens d'une contestation provoquée et soutenue par un curateur peisonnellement, et surlaquelle il finit par être lemplacé, a raison de la juste défiance qu'il inspire 
sonnel au curateur, et que dans ce cas il sp trouve placé sous l'empire de la régie posée dans l'art. 130 du Code de proc., aux termes duqueltoute parue qui succombe est condamnée aux depens. La question doit donc se reduire à cet égard a une simple appréciation de faits, pour laquelle les jugesdu fond ont un pouvoir souverain. 
", 8 fév. 1809.,Sect. civ.
27,18,"– Vu les art. 13, tit. 2, de la loi du 24 août 1790; 14, lit. 2 du décr.du27 janv. 1806, et l'arrêté du 27 niv. an 5; Et attendu que la plainte portée par Peronx au tribunal de police du canton de Fresne avait pour objet la répression de prétendus propos injurieux, tenus contre lui par Goubaux-Baiidot, à l'assemblée des sections réunies dudit canton, le 8 oct 1808, pour le recensement des votes; Attendu que Goubaux-Baudot assistait à cette assemblée en qualité de président de l'une ries sections cantonales, et que ce fut dans la discussion du mérite du scrutin de celle dont Peroux était secrétaire, qu'il était prévenu de s'être permis les propos dont est cas;– Qu'ainsi, et quand Goubaux-Baudot aurait réellement tenu lesdits propos, ce n'aurait été qu'en qualité de président de l'une des sections cantonales, et comme membre nécessaire de l'assemblée réunie pour le recensement des votes; de sorte qu'il s'en serait rendu coupable à raison de ses fonctions, et dans l'exercice de ses fonctions administratives; 
Attendu, dans cet état de choses, que si Peroux se croyait insulté par les discours de GoubauxBaudot, il devait s'adresser au président du premier bureau, président né des sections réunies, et l'inviter d'interposer l'autorité dont la lui l'avait investi pour imposer silence audit Baudot, et en obtenir la réparation convenable; Que c'esteneiïet aux présidens des assemblées canto- nales que la loi en a confié la police générale; –Que si Peroux ne se trouvait pas présent à l'assemblée à laquelle il avait le droit d assister en sa qualité de secrétaire de l'une des sections, il devait recourir à l'autorité administrative supérieure, lui exposer le fait dont il prétendait avoir à se plaindre, et lui demander l'autorisation nécessaire pour intenter une action en justice, à raison de l'injure qu'il aurait reçue ;-Que la loi défend en effet aux juges de s'immiscer dans l'exercice des fonctions administratives, et de faire citer les administrateurs par-devant eux, pour raison de leurs fonctions ce qui ne peut signifier, il est vrai. que les crimes ou délits commis par les administrateurs dans l'exercice de leurs fonctions ne peuvent être poursuivis devantles tribunaux; mais seulement qu'ils ne peuvent l'être que sur le renvoi qui en est fait aux tribunaux par l'autorité administrative supérieure qu'autrement, il dépendrait des tribunaux de désorganiser entièrement les administrations, et de se rendre juges des opérations administratives, ce qui aurait nécessairement les plus dangereuses conséquences;– Qu'il suit de laque si l'eroux était présent a l'assemblée du 8 oct. 1808 lorsque Goubaux-Baudot tint les propos qui lui sont reprochés, il s'est rendu non recevable à s'en plaindre, par son silence, la présomption éventuelle étant, ou qu'il n'a rien trouvé d'injurieux dans lesdits propos, ou qu'il les a méprisés; – Que si Peroux était absent, et qu'il crût être fondé à demander une réparation', il devait porter sa réclamation à l'autorité administrative supérieure, pour en obtenir l'autorisation de poursuivre Goiibaux-Baudot par-devant les tribunaux Que ne l'ayant pas fait, Peroux a incompétemment saisi le tribunal de police du canton de Fresne de sa demande en réparation d'injures, et le tribunal de police a commis un excès de pouvoir, en se retenant la connaissance de l'affaire, au préjudice du déclinatoire qui lui était proposé 
Que l'incompétence du tribunal de police était absolue, comme étant fondée sur un principe d'ordre public; de sorte que, quand GoubauxBaudot ne l'aurait pas proposée devant le tribunal de police, il serait redevable à s'en prévaloir pour la première fois sur son pourvoi; et que, par suite, il ne peut résulter contre lui aucune fin de non-recevoir de ce qu'il n'a pas fait porter directement son pourvoi sur le jugement du 3 nov qui l'a débouté de son déclinatoire, mais sur le jugement du ii> qui a pronoucé sa con- 
", 9 fév. 1809., Sect. crim.
31,21,"– Attendu que l'affaire présentait à juger la question de savoir si un droit de chdmpart, faisant partie d'un fief mouvant du seigiieur baron de Melden, était seigiicunal ou purement foncier;– Attendu que ce (hampart tenu en foi et hommage et sous la chaige d'un relief de 10 livres aux mutations, avait tous les caiaclères d'un véritable dioit feodal, et qu'ainsi la Cour d'appel de Biuxelles, en le déclarant aboli, s'est conformée aux règles générales consiguéer dans les lois nouvelles; Attendu que ces lois, notamment celle du 17 Juill. 1793, n'admettent explicitement aucune exception ;-Attendu que, quand même elles admettaient celle dont se prévalait le demandeur en cassation, la Cour de Bruxelles, faute par lui de prouver que son fief était d'obligatlon et non de concession, aurait également du juger comme elle l'a fait;Rejette, etc. ", 16 fév. 1809.,Sect. req.
32,24,"-Attendu, en premierlieu, que la Cour d'appel dans une m,tance poursuivie au petitoire, a statué enfaitqu'il résulte de l'examen et de la conference des titres respectivement produits, que les propriétaires des moulins n'avaient point un droit exclusif sur les eaux d'Arches, et qu'au contraire lespropnélaires riverains avaient ( d'après leurs titres mêmes) le droit d'user desdites eaux pour l'irrigation de leurs propiiétés, ce qui seul répond suffisamment aux diverses branches du premier et du quatrième moyen; Attendu, en second heu, qu'un arrêt rendu au pétitoire ne saurait violer l'autorité de la chose irrévocablement jugée par des sentences qui n'ont prononcé que sur le possessoire; Rejette, etc. ", 17 fév. 1809., Sect.req.
33,24,"LA COUR;– Vu l'art. 456 du Code du 3 brum. an 4; – Et attendu qu'ils'agit,dansl'espèce,d'un marché passé entre Charles-Antoine Verdun et la dame Bonsin pour des marchandises que ladite dame Bonsm vendait audit Verdun, comme à elle appartenantes et dont elle lui faisait facture en son nom ;– Qu'il n'est pas contesté par la dame Bonsin que les billets qui lut ont été donnés, en compensation du prude ces marchandises, par ledit Verdun, étaient ses propres bil- · lets signés par elle et non acquittés;-Qu il n'est pas contesté non plus que les billets étaient devenus la propriété dudit Verdun; -Que, dès lors, si par une subtilité répréhensible,mais non criminelle, Verdun a retiré l'argent qu'il avait d'abord compté pour le paiement des marchandises achetées et leur a substitué les billets de la dame Bonsin, dont il était propriétaire et porteur, ce fait ne pouvait former entre les parties qu'une contestation civile, et non pas un délit qui eût les caractères déterminés par l'art. 35 du titre 2 de la loi du22juill. 1791;– Qu'en appliquant à ce fait cet article, la Cour de justice criminelle du département de la Seine en a fait une fausse application, et, parsuile, a violé les règles de compétence établies par la loi; – Casse, etc. ", 17 fév. 1809.,Sect. crim.
35,25," – Vu l'article 65 de la loi du 22 frim. an 7;– Attendu qu'en décidant dans l'espère, que le jugement obtenu par la régie, le 23 nov. 1807 était nul et comme non avenu, sur le motif qu'il n'avait pas été précédé d'un acte d'avenir signifié à sa requête, le jugement attaqué a contrevenu à la loi précitée, qui n'exige aucunement cette formalité, et qui veut, au contraire, que les affaires relatives aux droits d'enregistrement, soient jugées sur simples mémoires respectivement communiqués et sans autres frais que ceux énoncés audit article;– Donne défaut contre Jean Quirin, Sachat et consorts, non comparans, ni personne pour eux; – Et statuant au principal; -Casse, etc. ", 20 fév. 1809.,Sect. civ.
37,26," – Considérant que la disposition générale de l'art. 2t de la lot du 22 frim. an 7 n'accoide que six mois pour faire les déclarations de décès lorsque celui de la succession duquel tl s'agit est décédé en France; que si le même article établit quelques eiceptions particuhères, aucune d'elles n'est applicable a l'espèce; qu'ainsi la déclaration a été due dans les six mois du jour du décès, sous peine de l'amende, fixée a demi-droit en sus et que la prescription a commencé a courir du même jour; quela régie a eu le moyen de s'instruire du décès de Durand ", 21 fev. 1809., Sccl. av.
38,26,"-Vu les art. 13, sect. 5', de la loi du 10 juin 1793, et 8 de la loi du 28 août 1792; Considérant que les arbitres se sont decldés dans plusieurs chefs de leur jugement, et notamment aux art. 5, 6, 7, 19, 22 et 25, sur la considerallon que des pierres et des aibres étalent des bornes qui piouvaient l'usurpation de ce qui ne se trouvait pas dans l'alignement desdltes bornes supposées, el dans d'auti es chefs, sur ce que l'usurpation etait récente, ce qu'ils ont dit reconnaitie a l'inspection du teriam; – Que la reconnaissance des bornes et l'estimation de l'ancienneté des clôtures et des cultm es, sont des vérifications réservées aui gens de l'art par l'art. 13, sect. 5e, de la loi du 10 juin 1793; Que, dans d'autres chefs et notamment aux art. 4 et 29, les arbitres ont accordé aux habitans des terrains enclos ou cultivés, sans que lesdits habitans eussent prouvé les avoir anciennement possédés, et en avoir été dépouillés par leur cidevantselgneur, ce qui est contraire a ce qu'exige l'art. 8 de la loi du 28 août 1792;-Casse, etc. ", 2t fév. 1809., Sect. en.
39,26,"LA COUR; Attendu que la demande en rescision, pour fait de lésion, de la vente des unmeubles dont Il s'agit, »l celle en désistement des mêmes immeubles, pour fatt d'impignoration formées successivement par le sieur Guénn étalent essentiellement différentes et par les causes qui engendraient < es actions, et par les résultats que ces actions devaient avoir;– Que la dernière ne pouvait être implicitement comprise dans la préiédente, m être regardée «•omrne fin moyen nouveau qui lui scnU d'appui; mais qu'elle était elle-même une action pnn< ipale, indépendante, et qu'en l'écartant par fin de nonrecevoir, faute d'avoir été précédée d'un ossai de conciliation, la Cour d'appel a justement appliqué, l'art. 48 du Code de procédure; – Rejette, etc. ", 22 fev. 1809.,Sect. req.
40,28,"– Attend» qu'il résulte de l'arrêt attaqué que le conseil de préfecture du département de la Seine avait renvoyé les parties à se pourvoir devant le tribunal compétent, à l'effet d'être statue sur leurs contestations; – Que si la commune demanderesse se croyait lésée par cette décision, elle avait droit de s'en plaindre à l'autorité supérieure, et que rien ne justifie qu'elle ait usé de ce recours;-Que l'art. 6 de la loi du 9 vent, an 13, n'attribue à l'autorité administrative que la police de la délimitation des chemins vicinaux, et que, dans l'espèce, il était uniquement question de savoir si le terrain sur lequel la commune réclamait le droit de passage, était un chemin vicinal ou de simple souffrance, ce qui constituait une question de propriété dont la connaissance n'appartenait qu'aux seuls tribunaux En ce qui touche le fond:-Attendu que l'arrèt attaqué, ayant décidé sur le vu des titres, que la partie de terrain dont il s'agissait était une propriété faisant partie du domaine de Grand-Champ, et non un chemin vicinal, n'a pu contrevenir, en le jugeant ainsi, à l'art. 650 du Code civil, qui n'était pas applicable à l'espèce; -Rejette, etc. 
", 23 fév. 1809.,Sect. req.
41,28,"– Vul'art. 456dn Codedu 3brum. an 4;-Attendu que, d'après le texte de la loi du 7 frim. an 2, il y a évidemment, dans l'espèce, prévention d'un crime de faux bien caractérisé, t (O V. conf., Cass. 11 juin et 3 sept. 1807; et 9 mars 1815; avis du conseil d'Etat du 30 niv. an 12, et Legraverend, t. 1"", p. 511. – La raison de cette distinction est que, n'ayant point à délibérer comme officiers de l'Etat civil, n'étant que de simples rédacteurs de formules, ils ne sont point à cet egard agens du gouvernement dans le sens de l'art. 75 de la constit. du 22 frim. an 8. 
", 2. fév. 1809., Sect. crim.
42,28,"-Vu l'article 456 n° 6 du Code desdélits et des peines; – Considérant que PierreDominique Rouvière, notaire, est prévenu d'avoir a l'aide de surcharges apposées sur les dates de plusieurs contrats altéré les véritables dates de ces contrats, et d'avoir substitué des dates différentes de celles que ces contrats avaient réellement; – Qu'il est prévenu d'agir commis cesaltérations, afin de frauder les lois fiscales; -Que néanmoins la Cour de justice criminelle et spéciale du département de l'Hérault s'est déclarée incompétente, sous prétexte qu'il ne résultait de ces surcharges aucune modification, ni de la forme substantielle des contrats, ni des conventions des parties Que cette Cour a déclaré, sous ce rapport, que la répression des faits imputés audit Rouvière, rentrait dans les dispositions de l'art. 16 de la loi du 25 ventôse an il qui défend les surcharges les interlignes elles additions dans les corps ihs actes, sous peine d'une amende de 50 fr. contre les notaires Considérant que cet article était évidemment sans application à la cause; Qu'en effet, le législateur, en défendant aux notaires, sous peine d'amende les surcharges les interlignes et les additions a uniquement consacré pour la rédaction des actes nue mesure d'administration générale propre à prévenir le crime de faux et opposer des obstacles à l'exécution de ce crime -Que la peine prohoncée par cet article est encourue par le fait de la seule existence des sur- charges et des interlignes, quoiquecessurcharges et ces interlignes ne contiennent rien decontraire à la vérité qu'il n'en est pas de même lorsqu'il s'agit de surcharges qui ont pour objet d'altérer la vérité et de substituer à des contrats une date différente de celle qu'ils ont réellement, ou de tout autre faux de la même nature – Que cette substitution, quoiqu'il s'agisse de post-dates, constitue véritablement le crime de faux, lorsqu'il a été procédé méchamment et à dessein de nuire à autrui; Considérant que la compétenre était déterminée par l'art. 2 de la loi du 23 floréal an 10, dès que ladite Cour reconnaissait que Hoiivièrc était prévenu d'avoir, à dessein de frauder les lois fiscales, altéré, à l'aide ", 2i fév. 1809. ,Sect. crim.
